scenario,family,volatility,strike,mean,se,ci_low,ci_high,hold_value,early_exercise,training_seconds,paired_vs_quadratic_mean,paired_vs_quadratic_se,paired_vs_quadratic_ci_low,paired_vs_quadratic_ci_high
low_vol,quadratic,0.1,100.0,1.5616909633622051,0.010429364366498712,1.5412494092038678,1.5821325175205425,1.2048752929359825,0.42156,0.03681983400019817,0.0,0.0,0.0,0.0
low_vol,ridge,0.1,100.0,1.5593287384237902,0.010373901116696675,1.5389958922350646,1.5796615846125157,1.2048752929359825,0.4283,0.13020154200057732,-0.0023622249384145813,0.001147374426269121,-0.004611078813902058,-0.0001133710629271042
low_vol,neural,0.1,100.0,1.5622747450816565,0.01037191195668978,1.5419457976465445,1.5826036925167686,1.2048752929359825,0.41286,6.415086542001518,0.0005837817194515189,0.0015456116108139813,-0.002445617037743884,0.003613180476646922
high_vol,quadratic,0.35,100.0,7.4636255409076835,0.04016269515462071,7.384906658404627,7.54234442341074,6.562518430968942,0.38878,0.044212958000571234,0.0,0.0,0.0,0.0
high_vol,ridge,0.35,100.0,7.4682320326545995,0.040125057232078834,7.389586920479725,7.546877144829474,6.562518430968942,0.38568,0.16252008300216403,0.0046064917469151355,0.0025331554203266637,-0.0003584928769251256,0.009571476370755398
high_vol,neural,0.35,100.0,7.454845619258154,0.040119438368306955,7.376211520056272,7.533479718460035,6.562518430968942,0.38132,8.314631583998562,-0.008779921649529529,0.004535128246975578,-0.01766877301360166,0.00010892971454260457
higher_strike,quadratic,0.2,110.0,12.017037201021873,0.027226257917762512,11.96367373550306,12.070400666540687,9.052537518049398,0.88876,0.07598408299963921,0.0,0.0,0.0,0.0
higher_strike,ridge,0.2,110.0,12.01910475788648,0.027126846018945352,11.965936139689347,12.072273376083611,9.052537518049398,0.8918,0.2584517079994839,0.002067556864605999,0.0033204189559871643,-0.004440464289128842,0.008575578018340841
higher_strike,neural,0.2,110.0,12.010081094243526,0.026898455561088726,11.957360121343793,12.06280206714326,9.052537518049398,0.89856,12.223252874999162,-0.006956106778348751,0.005890322317650898,-0.01850113852094451,0.004588924964247009
